# ID  RA  DEC  [Fe/H]_K  [Fe/H]_K_e  K_mean  N_ep  Period  A_tot  C_phi  S/N    
 4856  17:37:37.37  -30:11:13.0  -1.226  0.085  14.981    68  0.485860  0.326  0.923  81.2
 4870  17:37:39.77  -30:11:48.3  -1.504  0.062  14.641    67  0.621212  0.222  0.924  82.5
 4874  17:37:40.39  -27:50:18.8  -0.813  0.117  14.600    65  0.447466  0.280  0.914  57.4
 4876  17:37:40.71  -26:51:04.2  -1.490  0.151  13.507    69  0.604476  0.104  0.944  99.0
 4879  17:37:41.39  -27:27:52.0  -1.631  0.051  14.349    69  0.625114  0.343  0.950  107.7
 4883  17:37:42.23  -32:40:31.0  -1.411  0.032  15.676    65  0.557737  0.289  0.912  42.2
 4897  17:37:44.11  -30:06:37.5  -1.510  0.037  15.043    61  0.483041  0.369  0.939  68.7
 4898  17:37:44.21  -30:09:02.6  -1.719  0.076  14.355    67  0.544546  0.142  0.933  40.0
 4907  17:37:45.91  -32:15:17.5  -1.304  0.054  15.318    55  0.519537  0.354  0.927  65.6
 4908  17:37:46.12  -30:38:13.3  -1.379  0.058  15.136    54  0.595460  0.238  0.920  40.3
 4931  17:37:50.12  -27:58:21.0  -1.365  0.027  14.663    69  0.547772  0.380  0.940  95.3
 4936  17:37:50.65  -27:57:50.1  -0.340  0.017  14.512    69  0.414523  0.264  0.932  100.1
 4937  17:37:50.74  -25:18:08.6  -1.398  0.156  15.020    62  0.545389  0.198  0.901  42.3
 4941  17:37:51.03  -33:00:16.8  -1.372  0.079  15.334    64  0.520868  0.523  0.925  94.3
 4942  17:37:51.30  -31:52:41.3  -1.804  0.125  15.029    53  0.637096  0.149  0.906  36.7
 4948  17:37:52.15  -32:41:31.9  -1.338  0.036  14.968    67  0.613574  0.280  0.887  75.9
 4954  17:37:52.71  -30:25:09.8  -1.924  0.051  14.930   129  0.632006  0.331  0.960  72.6
 4959  17:37:53.13  -26:23:11.6  -1.419  0.038  14.515    69  0.501791  0.308  0.908  105.1
 4960  17:37:53.16  -26:16:14.7  -1.251  0.185  14.677   124  0.482844  0.261  0.926  71.1
 4967  17:37:54.30  -32:44:39.3  -1.270  0.051  15.247    66  0.505427  0.309  0.896  63.5
 4973  17:37:55.14  -25:14:29.9  -1.371  0.066  15.440    62  0.571681  0.356  0.935  53.9
 4977  17:37:56.11  -31:27:11.2  -1.629  0.127  15.386    53  0.598827  0.247  0.942  58.4
 4988  17:37:56.91  -25:12:22.8  -1.496  0.081  14.321    62  0.445590  0.163  0.948  57.9
 4989  17:37:57.08  -27:50:20.0  -1.699  0.043  14.514    69  0.570646  0.269  0.920  59.2
 4996  17:37:57.64  -30:06:58.4  -1.383  0.099  14.913    68  0.454891  0.309  0.937  64.6
 5004  17:37:58.68  -26:34:22.4  -1.306  0.023  14.435    69  0.539173  0.265  0.938  102.9
 5009  17:38:00.15  -27:57:14.6  -1.544  0.040  14.683    58  0.565601  0.339  0.900  76.9
 5010  17:38:00.17  -26:32:38.5  -1.344  0.025  14.686    69  0.503986  0.363  0.934  88.2
 5016  17:38:01.18  -30:04:05.7  -1.267  0.071  15.152    67  0.578524  0.309  0.943  47.6
 5021  17:38:01.79  -28:05:46.4  -1.272  0.071  14.629    65  0.557430  0.229  0.932  75.2
 5025  17:38:02.57  -29:02:05.3  -1.327  0.048  14.582    67  0.486553  0.328  0.922  84.9
 5031  17:38:03.74  -28:04:40.1  -1.426  0.040  14.674    45  0.661380  0.220  0.935  52.5
 5034  17:38:03.99  -27:59:26.2  -1.163  0.049  14.658    69  0.564315  0.329  0.938  72.0
 5038  17:38:05.49  -32:55:16.9  -1.369  0.027  15.176    57  0.530545  0.304  0.916  67.8
 5039  17:38:05.57  -29:34:22.6  -1.405  0.046  15.027    69  0.482673  0.424  0.946  56.0
 5040  17:38:05.76  -30:09:00.9  -1.485  0.070  15.422    63  0.574541  0.359  0.931  47.8
 5042  17:38:05.81  -29:49:25.1  -1.601  0.248  13.813    69  0.553690  0.089  0.912  34.5
 5043  17:38:05.92  -26:27:20.6  -1.398  0.024  14.608    69  0.592876  0.255  0.928  93.0
 5047  17:38:06.31  -27:55:15.8  -1.438  0.039  14.683    67  0.458992  0.286  0.937  67.0
 5048  17:38:06.40  -26:28:11.0  -1.475  0.021  14.211    69  0.695538  0.234  0.957  128.0
 5049  17:38:06.46  -27:42:45.5  -0.345  0.089  15.344    68  0.361159  0.457  0.948  65.6
 5051  17:38:06.84  -29:11:02.8  -1.603  0.064  14.867    68  0.575312  0.315  0.950  59.4
 5053  17:38:07.11  -25:38:27.1  -1.575  0.072  14.680    51  0.749762  0.171  0.890  49.3
 5056  17:38:07.89  -28:57:42.9  -0.927  0.056  15.180    68  0.441563  0.312  0.923  47.0
 5061  17:38:08.78  -32:29:58.2  -1.578  0.068  15.602    65  0.503517  0.397  0.898  57.7
 5066  17:38:09.50  -26:32:47.9  -0.922  0.091  14.088    64  0.469217  0.265  0.943  115.7
 5069  17:38:09.81  -29:01:03.4  -1.721  0.030  14.677    69  0.610636  0.281  0.947  56.3
 5070  17:38:10.17  -27:47:11.2  -1.040  0.075  14.975    67  0.430383  0.268  0.940  67.7
 5077  17:38:11.56  -28:10:59.0  -1.423  0.022  14.666    95  0.493015  0.293  0.942  59.8
 5082  17:38:12.75  -28:15:36.5  -1.183  0.138  15.006    87  0.539092  0.235  0.910  46.4
 5083  17:38:12.81  -29:50:41.8  -1.563  0.045  15.160    69  0.584944  0.406  0.934  78.3
 5088  17:38:13.63  -26:31:49.4  -1.374  0.025  14.705    69  0.509512  0.355  0.930  125.3
 5091  17:38:14.23  -29:06:08.7  -1.201  0.098  14.354    69  0.489949  0.280  0.907  71.3
 5094  17:38:14.44  -26:43:41.4  -1.006  0.271  13.910    69  0.467255  0.148  0.905  60.8
 5098  17:38:15.55  -30:40:13.0  -1.438  0.141  15.199    60  0.560621  0.225  0.934  48.3
 5106  17:38:16.56  -27:56:39.1  -1.366  0.063  14.932    69  0.520636  0.388  0.943  87.5
 5107  17:38:16.57  -30:27:56.0  -1.238  0.026  14.739    62  0.587271  0.201  0.893  43.8
 5112  17:38:17.05  -26:27:13.4  -1.352  0.018  14.997    64  0.489023  0.283  0.921  70.6
 5116  17:38:17.63  -32:24:28.8  -1.762  0.062  15.047    49  0.658320  0.251  0.905  54.7
 5117  17:38:18.06  -32:31:10.1  -1.600  0.033  15.135    68  0.586753  0.324  0.921  77.2
 5125  17:38:19.32  -26:41:15.0  -1.086  0.063  14.596    69  0.534398  0.255  0.924  97.2
 5126  17:38:20.14  -31:39:25.9  -1.454  0.031  15.399    60  0.566223  0.286  0.932  47.0
 5129  17:38:20.96  -33:51:00.1  -1.327  0.025  14.772    65  0.549378  0.317  0.905  99.9
 5130  17:38:20.96  -28:01:43.3  -1.292  0.073  14.707   126  0.534879  0.285  0.960  69.5
 5138  17:38:22.57  -34:26:26.5  -1.563  0.018  14.439    69  0.594383  0.331  0.946  132.8
 5149  17:38:25.39  -29:02:01.4  -1.230  0.031  14.639    64  0.593677  0.220  0.948  53.4
 5150  17:38:25.65  -26:48:49.4  -1.560  0.032  13.402    69  0.731557  0.218  0.937  107.6
 5151  17:38:25.73  -27:50:20.7  -1.247  0.021  14.579    66  0.577211  0.259  0.950  70.3
 5153  17:38:26.04  -32:02:30.2  -1.366  0.065  14.923    53  0.632891  0.257  0.912  78.8
 5154  17:38:26.75  -32:39:45.6  -1.381  0.046  15.479    68  0.591783  0.301  0.946  50.6
 5155  17:38:26.94  -28:55:09.2  -1.613  0.046  14.536    69  0.535110  0.308  0.918  72.8
 5162  17:38:27.80  -30:56:28.2  -1.556  0.063  15.398    51  0.554228  0.229  0.940  34.4
 5164  17:38:28.04  -29:25:31.6  -1.247  0.030  14.454   127  0.584870  0.209  0.957  52.0
 5167  17:38:28.22  -29:10:13.8  -1.340  0.027  14.715    57  0.573491  0.264  0.919  65.8
 5168  17:38:28.22  -26:50:00.5  -1.271  0.056  14.567    69  0.602123  0.176  0.940  66.4
 5169  17:38:28.26  -32:29:24.4  -1.932  0.062  15.334    64  0.695016  0.324  0.905  61.5
 5170  17:38:28.26  -26:31:53.1  -1.751  0.072  14.459    63  0.622099  0.278  0.919  92.4
 5173  17:38:28.77  -30:34:40.4  -0.777  0.093  14.976    50  0.568618  0.186  0.928  50.0
 5174  17:38:28.85  -31:57:54.7  -1.280  0.111  15.861    53  0.571174  0.284  0.938  37.8
 5178  17:38:29.63  -32:16:20.1  -0.666  0.080  15.156   103  0.469326  0.261  0.959  85.8
 5182  17:38:30.21  -27:54:05.2  -0.481  0.249  15.810    49  0.404806  0.415  0.917  54.8
 5187  17:38:31.22  -27:38:49.1  -1.402  0.055  14.990    69  0.471041  0.324  0.918  67.7
 5189  17:38:31.38  -35:41:05.0  -1.243  0.028  14.296    66  0.544850  0.270  0.916  103.1
 5193  17:38:31.88  -26:44:31.2  -1.551  0.059  14.279    66  0.545970  0.257  0.951  63.3
 5203  17:38:33.33  -30:28:09.9  -2.157  0.164  14.363    62  0.979682  0.208  0.859  90.1
 5210  17:38:34.05  -28:16:39.6  -1.327  0.022  14.499    67  0.597563  0.239  0.940  97.2
 5218  17:38:34.62  -29:32:10.0  -1.588  0.091  14.728    69  0.517581  0.297  0.926  39.7
 5220  17:38:34.87  -29:42:45.9  -1.298  0.025  14.601    65  0.617799  0.230  0.927  50.2
 5223  17:38:35.14  -26:33:37.2  -1.329  0.039  14.678    69  0.442457  0.315  0.924  78.2
 5224  17:38:35.33  -31:59:37.2  -1.376  0.090  15.251    62  0.579867  0.278  0.948  49.3
 5225  17:38:35.47  -32:46:54.5  -2.156  0.071  15.423    57  0.691169  0.346  0.882  54.0
 5226  17:38:35.55  -30:14:47.7  -1.519  0.078  15.045    37  0.569084  0.261  0.928  40.2
 5228  17:38:35.68  -29:57:26.0  -1.410  0.021  14.881    68  0.587834  0.249  0.932  67.3
 5232  17:38:36.16  -29:31:22.1  -1.129  0.137  15.305    65  0.489783  0.371  0.911  48.6
 5235  17:38:36.33  -34:17:05.4  -1.220  0.042  14.987    94  0.541174  0.306  0.927  69.7
 5254  17:38:38.55  -23:53:52.5  -1.293  0.051  14.297   104  0.526337  0.313  0.963  109.7
 5256  17:38:38.97  -29:24:12.4  -2.000  0.055  14.737    59  0.705173  0.304  0.929  53.1
 5260  17:38:39.64  -27:40:42.2  -1.322  0.159  14.484    39  0.461327  0.301  0.910  69.7
 5265  17:38:40.05  -26:35:55.9  -1.261  0.053  14.646    69  0.519287  0.315  0.934  123.8
 5276  17:38:41.80  -24:44:29.3  -1.451  0.030  14.498    61  0.545402  0.281  0.914  96.2
 5278  17:38:42.17  -25:15:37.9  -1.379  0.023  14.666    57  0.505498  0.336  0.932  134.3
 5279  17:38:42.32  -29:50:31.2  -1.546  0.087  14.624    61  0.494024  0.288  0.907  86.6
 5281  17:38:42.78  -34:09:30.7  -1.598  0.032  14.392   133  0.639307  0.383  0.960  120.0
 5285  17:38:43.05  -28:35:39.6  -1.294  0.025  14.759    61  0.610065  0.193  0.942  46.3
 5287  17:38:43.08  -26:44:13.4  -1.372  0.017  14.563    68  0.606440  0.313  0.956  108.8
 5292  17:38:43.98  -34:13:01.2  -1.291  0.046  14.538   131  0.545256  0.216  0.960  76.2
 5295  17:38:44.07  -30:30:00.4  -1.650  0.049  15.097    50  0.575146  0.263  0.899  65.8
 5297  17:38:44.38  -29:53:36.7  -1.267  0.041  14.838    55  0.560122  0.255  0.936  63.1
 5298  17:38:44.90  -30:30:16.1  -1.130  0.072  15.310    41  0.480303  0.335  0.889  53.8
 5302  17:38:45.41  -29:23:04.9  -1.367  0.030  14.923    49  0.568552  0.255  0.916  50.9
 5305  17:38:45.54  -30:20:09.5  -1.212  0.034  15.055    62  0.567544  0.250  0.941  49.0
 5309  17:38:46.50  -27:04:03.5  -1.380  0.041  14.914    69  0.523787  0.385  0.932  71.4
 5318  17:38:47.34  -33:32:01.1  -1.255  0.050  14.433    44  0.549449  0.331  0.910  61.8
 5331  17:38:49.07  -33:13:24.6  -1.504  0.094  14.454    33  0.596995  0.331  0.853  111.6
 5356  17:38:53.70  -32:54:16.3  -1.436  0.034  14.870    68  0.655289  0.253  0.950  60.8
 5367  17:38:55.02  -29:45:26.6  -1.175  0.065  14.167    54  0.621891  0.189  0.932  40.2
 5373  17:38:55.89  -30:10:16.2  -2.006  0.144  14.809    59  0.705228  0.214  0.874  46.8
 5377  17:38:56.32  -29:27:02.0  -1.240  0.041  15.140    65  0.488832  0.446  0.949  58.0
 5379  17:38:56.60  -30:51:49.1  -1.703  0.051  15.866    53  0.618697  0.324  0.945  34.7
 5380  17:38:56.64  -29:12:47.3  -1.281  0.035  14.962    55  0.475338  0.379  0.920  48.5
 5386  17:38:57.65  -33:52:28.9  -1.411  0.075  14.512    55  0.473758  0.339  0.900  87.5
 5387  17:38:57.69  -29:15:29.6  -1.755  0.065  14.606    62  0.698517  0.234  0.930  65.6
 5392  17:38:58.24  -31:54:15.1  -1.388  0.058  15.166   118  0.463155  0.290  0.961  66.8
 5393  17:38:58.38  -29:47:03.5  -1.280  0.110  15.304    62  0.433144  0.418  0.938  57.2
 5406  17:39:00.43  -29:56:46.5  -1.657  0.055  15.106    57  0.602372  0.333  0.918  32.8
 5408  17:39:01.72  -32:56:38.4  -0.451  0.057  15.101   117  0.458442  0.265  0.957  53.1
 5409  17:39:01.75  -29:06:03.4  -0.707  0.052  14.963    54  0.443885  0.359  0.936  72.4
 5413  17:39:02.16  -27:03:42.7  -1.362  0.062  14.633    69  0.451572  0.460  0.940  95.9
 5419  17:39:03.70  -32:30:55.3  -1.454  0.068  14.926    53  0.532547  0.344  0.931  96.0
 5423  17:39:04.65  -27:04:53.7  -1.255  0.028  14.711    66  0.611483  0.215  0.914  68.1
 5425  17:39:04.96  -26:27:49.7  -1.814  0.038  14.346    69  0.673212  0.295  0.939  106.9
 5431  17:39:05.87  -23:45:04.9  -1.337  0.031  14.242    63  0.578276  0.255  0.943  74.1
 5432  17:39:06.05  -28:13:27.5  -1.325  0.057  14.596    54  0.467498  0.343  0.914  91.9
 5433  17:39:06.06  -28:19:49.5  -1.330  0.080  14.733    60  0.480199  0.314  0.945  91.0
 5435  17:39:06.34  -28:08:03.6  -1.280  0.030  14.367    69  0.602951  0.318  0.934  58.4
 5436  17:39:06.54  -29:59:58.9  -2.201  0.043  14.622   117  0.807072  0.251  0.955  78.5
 5442  17:39:07.84  -32:31:58.0  -1.202  0.058  15.442    68  0.560879  0.394  0.937  74.1
 5448  17:39:08.54  -29:14:15.3  -1.401  0.055  14.504    61  0.673004  0.183  0.950  55.6
 5453  17:39:09.64  -29:17:14.2  -1.312  0.105  14.838    54  0.553059  0.224  0.883  41.3
 5454  17:39:09.66  -32:51:25.3  -1.226  0.087  15.340    60  0.444240  0.443  0.942  67.3
 5455  17:39:09.69  -29:08:13.1  -1.412  0.070  15.065    68  0.522074  0.414  0.921  57.4
 5457  17:39:10.31  -29:14:35.9  -1.632  0.076  14.820    46  0.590806  0.372  0.896  50.8
 5463  17:39:11.64  -30:43:06.4  -1.078  0.114  15.262    45  0.503173  0.335  0.906  62.2
 5467  17:39:12.27  -28:18:45.4  -1.350  0.106  14.473    67  0.434686  0.283  0.917  83.4
 5476  17:39:13.46  -26:55:38.2  -1.398  0.042  14.536    69  0.559429  0.278  0.941  94.1
 5478  17:39:13.60  -27:30:33.9  -1.442  0.028  14.810    65  0.572709  0.378  0.919  62.9
 5480  17:39:14.57  -32:52:17.6  -1.695  0.181  13.503    69  0.599843  0.084  0.948  48.6
 5484  17:39:15.00  -32:27:20.1  -1.190  0.051  14.731    66  0.579342  0.195  0.928  40.9
 5487  17:39:15.57  -32:41:58.7  -1.934  0.096  14.779    68  0.682639  0.349  0.872  84.9
 5494  17:39:16.87  -31:33:47.6  -1.494  0.027  14.850    62  0.541673  0.300  0.941  69.1
 5495  17:39:17.01  -30:27:39.6  -1.626  0.253  13.890    61  0.539939  0.112  0.954  52.8
 5497  17:39:17.56  -29:25:32.6  -1.526  0.063  14.640    67  0.504706  0.257  0.934  52.5
 5498  17:39:17.64  -30:15:34.0  -1.589  0.087  14.252    58  0.737097  0.168  0.928  44.9
 5501  17:39:18.32  -29:00:53.2  -1.343  0.051  15.069    66  0.512214  0.404  0.934  49.8
 5503  17:39:18.65  -30:24:02.2  -1.345  0.048  15.313    60  0.535212  0.339  0.934  57.1
 5504  17:39:18.78  -29:09:49.1  -1.647  0.051  14.624    60  0.596647  0.320  0.897  64.7
 5506  17:39:19.48  -32:34:39.5  -1.296  0.059  15.121    66  0.503691  0.401  0.888  65.6
 5507  17:39:19.58  -29:07:32.0  -1.348  0.049  14.701    69  0.564334  0.317  0.920  65.9
 5509  17:39:19.91  -28:17:57.0  -1.217  0.029  13.738    67  0.535561  0.310  0.935  77.7
 5511  17:39:20.00  -28:54:22.7  -1.263  0.038  14.561    48  0.610005  0.215  0.909  46.6
 5512  17:39:20.12  -24:02:56.1  -1.368  0.036  14.489    60  0.541816  0.314  0.904  136.8
 5513  17:39:20.14  -28:56:15.9  -1.902  0.053  14.384    47  0.611067  0.323  0.919  84.7
 5523  17:39:21.49  -29:25:04.5  -1.245  0.056  14.742    68  0.525394  0.306  0.930  48.5
 5527  17:39:21.86  -29:26:49.4  -0.949  0.163  14.915    40  0.453860  0.239  0.877  45.6
 5546  17:39:24.28  -32:07:34.1  -1.507  0.036  15.306    68  0.552937  0.339  0.908  56.4
 5547  17:39:24.35  -30:02:24.2  -1.676  0.088  14.820    54  0.586662  0.314  0.923  70.4
 5548  17:39:24.42  -32:56:36.1  -1.348  0.021  14.949    61  0.565423  0.263  0.938  75.6
 5550  17:39:24.90  -30:17:42.8  -1.449  0.065  15.179    52  0.471921  0.295  0.909  42.6
 5556  17:39:25.46  -29:02:39.1  -1.601  0.070  14.566    69  0.552565  0.259  0.940  70.7
 5558  17:39:25.56  -26:42:43.0  -1.398  0.026  14.319    69  0.527419  0.270  0.950  99.2
 5559  17:39:25.97  -28:59:48.7  -1.416  0.090  14.571    50  0.596584  0.180  0.900  48.2
 5564  17:39:26.89  -30:06:15.5  -1.767  0.023  14.531    57  0.676831  0.309  0.917  110.9
 5569  17:39:27.38  -33:38:44.2  -1.171  0.219  14.496    58  0.432536  0.163  0.904  50.7
 5570  17:39:27.39  -30:27:17.2  -1.391  0.062  15.156    49  0.627003  0.214  0.916  53.4
 5575  17:39:28.53  -31:22:44.7  -1.653  0.064  15.601    59  0.608914  0.471  0.926  56.9
 5580  17:39:28.92  -32:42:59.6  -2.271  0.047  14.619    67  0.806245  0.288  0.942  94.8
 5588  17:39:30.29  -31:57:23.9  -1.360  0.038  15.420    67  0.525365  0.350  0.941  53.0
 5591  17:39:30.78  -29:46:08.6  -1.241  0.026  14.966   124  0.555557  0.348  0.968  70.1
 5593  17:39:30.94  -29:21:47.3  -1.325  0.028  15.105    67  0.496530  0.449  0.927  57.9
 5609  17:39:32.62  -31:23:20.0  -1.531  0.169  15.304    50  0.555930  0.267  0.927  43.7
 5616  17:39:34.14  -30:39:17.9  -1.492  0.083  15.733    53  0.580649  0.247  0.943  40.3
 5617  17:39:34.18  -29:02:08.6  -1.426  0.059  15.111    67  0.535037  0.365  0.928  52.8
 5619  17:39:34.51  -32:09:01.3  -1.278  0.138  15.202    69  0.476780  0.303  0.918  56.3
 5621  17:39:34.65  -30:31:06.6  -1.974  0.058  15.274    62  0.625141  0.276  0.928  51.6
 5628  17:39:35.25  -32:35:42.0  -1.117  0.034  14.604    69  0.555861  0.255  0.949  80.7
 5630  17:39:36.07  -28:49:18.5  -1.450  0.049  14.495    65  0.674960  0.189  0.949  40.5
 5631  17:39:36.12  -29:54:15.2  -1.333  0.050  15.307    53  0.456486  0.380  0.902  49.0
 5643  17:39:38.10  -29:49:15.5  -1.317  0.054  14.684   108  0.580246  0.253  0.948  67.7
 5645  17:39:38.52  -29:21:08.0  -1.311  0.019  14.812    69  0.592082  0.231  0.949  40.4
 5647  17:39:38.87  -28:58:23.7  -2.190  0.086  14.116    69  0.810055  0.214  0.927  62.1
 5648  17:39:38.99  -30:22:54.6  -1.216  0.126  15.269    60  0.507709  0.267  0.941  52.9
 5650  17:39:39.01  -32:48:57.6  -1.561  0.130  15.222    67  0.491302  0.323  0.933  54.8
 5652  17:39:39.48  -28:40:02.8  -1.578  0.031  14.476    61  0.702372  0.241  0.934  80.6
 5654  17:39:39.72  -28:30:10.1  -1.174  0.038  15.417    65  0.442090  0.487  0.907  73.5
 5656  17:39:40.00  -30:06:56.2  -1.598  0.077  14.859    62  0.524831  0.203  0.946  45.2
 5657  17:39:40.03  -29:08:14.3  -1.194  0.059  14.601    67  0.608438  0.191  0.950  51.3
 5659  17:39:40.29  -31:36:57.9  -1.336  0.045  12.717    62  0.691470  0.220  0.929  87.3
 5661  17:39:41.19  -29:54:41.6  -2.083  0.040  14.711    55  0.807930  0.257  0.899  59.0
 5662  17:39:41.33  -29:04:01.9  -1.242  0.018  14.750    69  0.562656  0.272  0.920  50.3
 5663  17:39:41.47  -31:02:42.1  -1.292  0.053  15.212    50  0.621926  0.199  0.911  44.1
 5664  17:39:41.48  -29:04:41.3  -1.347  0.033  14.908    66  0.572064  0.245  0.940  59.5
 5675  17:39:43.30  -28:18:05.7  -1.415  0.036  14.638    65  0.585612  0.272  0.945  80.1
 5679  17:39:44.94  -30:29:32.9  -1.494  0.107  14.786    60  0.545138  0.162  0.933  46.7
 5684  17:39:46.00  -30:06:38.6  -1.045  0.104  15.053    48  0.433903  0.360  0.945  90.9
 5685  17:39:46.13  -31:40:41.9  -1.473  0.018  14.546   119  0.526947  0.336  0.951  87.5
 5689  17:39:46.42  -28:40:50.3  -1.601  0.062  14.656    69  0.516545  0.208  0.936  55.8
 5690  17:39:46.65  -28:23:02.8  -1.316  0.025  14.833    58  0.525081  0.297  0.928  63.7
 5695  17:39:47.61  -32:20:16.2  -1.472  0.031  14.881    69  0.559303  0.267  0.932  76.3
 5698  17:39:47.91  -28:51:34.0  -1.182  0.031  15.125    67  0.530347  0.369  0.923  52.4
 5708  17:39:48.92  -30:18:03.6  -1.344  0.022  15.359    58  0.504895  0.304  0.945  42.6
 5718  17:39:51.04  -28:28:00.4  -1.390  0.052  14.701    39  0.544459  0.286  0.900  53.0
 5721  17:39:51.35  -29:49:00.0  -1.313  0.043  15.161    58  0.550371  0.278  0.925  54.8
 5722  17:39:51.85  -29:47:51.5  -1.495  0.041  14.877    49  0.623514  0.215  0.926  40.4
 5723  17:39:52.08  -29:11:52.2  -1.377  0.059  14.806    69  0.577641  0.393  0.956  56.8
 5725  17:39:52.24  -30:51:44.8  -1.474  0.075  15.797    54  0.533083  0.437  0.903  41.9
 5732  17:39:52.80  -29:16:01.3  -1.205  0.046  15.003    69  0.550315  0.243  0.936  40.1
 5735  17:39:53.43  -28:26:47.4  -0.873  0.205  14.550    64  0.435989  0.221  0.938  56.9
 5742  17:39:55.61  -29:15:00.6  -1.592  0.038  14.818    69  0.681562  0.317  0.914  52.5
 5743  17:39:55.72  -27:56:23.8  -1.283  0.031  14.702    69  0.587505  0.288  0.934  64.2
 5744  17:39:55.81  -26:48:44.4  -1.451  0.035  14.490    69  0.642439  0.238  0.933  86.1
 5745  17:39:55.98  -29:44:11.5  -1.300  0.045  14.850    64  0.581296  0.260  0.925  44.6
 5748  17:39:56.50  -29:10:57.5  -1.410  0.045  15.109    63  0.525544  0.364  0.925  51.4
 5760  17:39:57.77  -28:46:01.7  -1.596  0.064  14.866    65  0.587780  0.350  0.910  66.8
 5779  17:40:00.52  -26:28:28.8  -1.313  0.023  14.256    69  0.557053  0.234  0.924  71.4
 5781  17:40:00.73  -29:42:29.7  -1.583  0.041  14.133    81  0.666822  0.197  0.929  44.4
 5783  17:40:01.11  -32:01:39.9  -1.799  0.120  14.024    69  0.575633  0.136  0.927  57.0
 5786  17:40:01.45  -28:34:19.7  -1.260  0.017  14.610    67  0.612780  0.235  0.945  68.0
 5797  17:40:03.50  -29:43:26.6  -1.211  0.026  14.806    48  0.571154  0.275  0.937  61.2
 5799  17:40:03.89  -25:50:03.1  -1.916  0.057  14.580    48  0.699399  0.280  0.928  92.1
 5803  17:40:04.75  -25:01:00.4  -1.394  0.043  14.544    58  0.570348  0.285  0.886  130.1
 5811  17:40:06.82  -31:30:39.4  -1.478  0.068  15.615    57  0.566308  0.396  0.870  50.9
